transaction_id,customer_id,segment,date,amount,has_discount,discount_percent
TXN_CUST_00366_0001,CUST_00366,premium,2022-03-31,4398.91,False,0.0
TXN_CUST_00117_0001,CUST_00117,occasional,2022-04-01,634.79,False,0.0
TXN_CUST_00285_0014,CUST_00285,premium,2022-04-01,5395.22,False,0.0
TXN_CUST_00004_0003,CUST_00004,regular,2022-04-02,897.86,True,29.4
TXN_CUST_00401_0006,CUST_00401,regular,2022-04-02,869.48,True,15.6
TXN_CUST_00366_0002,CUST_00366,premium,2022-04-02,5253.46,False,0.0
TXN_CUST_00306_0011,CUST_00306,regular,2022-04-02,1611.2,True,29.2
TXN_CUST_00418_0004,CUST_00418,regular,2022-04-03,1971.64,False,0.0
TXN_CUST_00039_0006,CUST_00039,regular,2022-04-03,1388.5,True,22.0
TXN_CUST_00366_0003,CUST_00366,premium,2022-04-03,3984.39,False,0.0
TXN_CUST_00366_0004,CUST_00366,premium,2022-04-05,6653.95,False,0.0
TXN_CUST_00409_0004,CUST_00409,regular,2022-04-05,1968.98,False,0.0
TXN_CUST_00039_0007,CUST_00039,regular,2022-04-06,1446.38,True,20.8
TXN_CUST_00285_0015,CUST_00285,premium,2022-04-06,5695.08,True,12.7
TXN_CUST_00298_0003,CUST_00298,occasional,2022-04-06,452.24,True,12.1
TXN_CUST_00366_0005,CUST_00366,premium,2022-04-07,6145.73,False,0.0
TXN_CUST_00039_0008,CUST_00039,regular,2022-04-07,731.85,True,23.2
TXN_CUST_00035_0000,CUST_00035,regular,2022-04-07,1101.35,False,0.0
TXN_CUST_00366_0006,CUST_00366,premium,2022-04-08,4150.06,False,0.0
TXN_CUST_00285_0016,CUST_00285,premium,2022-04-09,5938.39,False,0.0
TXN_CUST_00366_0007,CUST_00366,premium,2022-04-09,3622.18,True,16.1
TXN_CUST_00401_0007,CUST_00401,regular,2022-04-10,1346.15,False,0.0
TXN_CUST_00366_0008,CUST_00366,premium,2022-04-10,3181.35,False,0.0
TXN_CUST_00361_0000,CUST_00361,premium,2022-04-11,6225.22,False,0.0
TXN_CUST_00120_0001,CUST_00120,occasional,2022-04-12,671.62,False,0.0
TXN_CUST_00035_0001,CUST_00035,regular,2022-04-13,1279.37,True,17.5
TXN_CUST_00087_0000,CUST_00087,regular,2022-04-13,540.09,True,19.9
TXN_CUST_00418_0005,CUST_00418,regular,2022-04-13,1100.1,False,0.0
TXN_CUST_00004_0004,CUST_00004,regular,2022-04-14,1578.99,False,0.0
TXN_CUST_00285_0017,CUST_00285,premium,2022-04-14,2748.42,False,0.0
TXN_CUST_00111_0000,CUST_00111,regular,2022-04-15,1360.01,False,0.0
TXN_CUST_00361_0001,CUST_00361,premium,2022-04-15,1820.41,True,21.6
TXN_CUST_00302_0000,CUST_00302,regular,2022-04-16,1298.79,False,0.0
TXN_CUST_00361_0002,CUST_00361,premium,2022-04-16,4202.97,True,15.2
TXN_CUST_00078_0008,CUST_00078,regular,2022-04-16,1211.39,False,0.0
TXN_CUST_00004_0005,CUST_00004,regular,2022-04-17,1729.13,True,9.1
TXN_CUST_00201_0000,CUST_00201,occasional,2022-04-17,599.26,False,0.0
TXN_CUST_00039_0009,CUST_00039,regular,2022-04-18,568.66,False,0.0
TXN_CUST_00361_0003,CUST_00361,premium,2022-04-18,6777.34,False,0.0
TXN_CUST_00401_0008,CUST_00401,regular,2022-04-18,675.66,True,17.4
TXN_CUST_00078_0009,CUST_00078,regular,2022-04-18,1132.08,False,0.0
TXN_CUST_00035_0002,CUST_00035,regular,2022-04-19,2146.41,False,0.0
TXN_CUST_00251_0002,CUST_00251,regular,2022-04-19,953.08,True,20.5
TXN_CUST_00203_0001,CUST_00203,occasional,2022-04-19,363.44,False,0.0
TXN_CUST_00401_0009,CUST_00401,regular,2022-04-19,1640.69,False,0.0
TXN_CUST_00361_0004,CUST_00361,premium,2022-04-19,4112.29,False,0.0
TXN_CUST_00184_0007,CUST_00184,occasional,2022-04-19,413.52,False,0.0
TXN_CUST_00039_0010,CUST_00039,regular,2022-04-19,1939.52,False,0.0
TXN_CUST_00409_0005,CUST_00409,regular,2022-04-20,1122.12,False,0.0
TXN_CUST_00259_0000,CUST_00259,regular,2022-04-20,1394.32,False,0.0
TXN_CUST_00251_0003,CUST_00251,regular,2022-04-21,1011.41,True,24.9
TXN_CUST_00416_0002,CUST_00416,regular,2022-04-21,1883.79,False,0.0
TXN_CUST_00087_0001,CUST_00087,regular,2022-04-22,1507.27,True,22.6
TXN_CUST_00416_0003,CUST_00416,regular,2022-04-23,1536.63,False,0.0
TXN_CUST_00217_0001,CUST_00217,occasional,2022-04-23,299.42,True,9.5
TXN_CUST_00285_0018,CUST_00285,premium,2022-04-24,4760.49,False,0.0
TXN_CUST_00409_0006,CUST_00409,regular,2022-04-24,1846.8,False,0.0
TXN_CUST_00416_0004,CUST_00416,regular,2022-04-24,1389.56,True,7.1
TXN_CUST_00285_0019,CUST_00285,premium,2022-04-25,4804.09,False,0.0
TXN_CUST_00203_0002,CUST_00203,occasional,2022-04-25,616.71,False,0.0
TXN_CUST_00026_0000,CUST_00026,regular,2022-04-25,1581.58,True,22.4
TXN_CUST_00344_0000,CUST_00344,premium,2022-04-25,2835.95,True,14.5
TXN_CUST_00361_0005,CUST_00361,premium,2022-04-25,5525.69,False,0.0
TXN_CUST_00117_0002,CUST_00117,occasional,2022-04-26,548.71,False,0.0
TXN_CUST_00366_0009,CUST_00366,premium,2022-04-26,7320.38,False,0.0
TXN_CUST_00418_0006,CUST_00418,regular,2022-04-26,1580.31,True,25.2
TXN_CUST_00361_0006,CUST_00361,premium,2022-04-26,4176.95,False,0.0
TXN_CUST_00401_0010,CUST_00401,regular,2022-04-27,1686.2,False,0.0
TXN_CUST_00285_0020,CUST_00285,premium,2022-04-27,4510.7,False,0.0
TXN_CUST_00361_0007,CUST_00361,premium,2022-04-27,2946.1,False,0.0
TXN_CUST_00379_0001,CUST_00379,occasional,2022-04-28,520.07,False,0.0
TXN_CUST_00087_0002,CUST_00087,regular,2022-04-28,1938.85,False,0.0
TXN_CUST_00401_0011,CUST_00401,regular,2022-04-28,1144.6,True,21.4
TXN_CUST_00035_0003,CUST_00035,regular,2022-04-28,1999.43,False,0.0
TXN_CUST_00361_0008,CUST_00361,premium,2022-04-28,5635.17,True,9.4
TXN_CUST_00366_0010,CUST_00366,premium,2022-04-28,6737.75,True,5.6
TXN_CUST_00409_0007,CUST_00409,regular,2022-04-29,1631.31,False,0.0
TXN_CUST_00344_0001,CUST_00344,premium,2022-04-29,4114.72,False,0.0
TXN_CUST_00361_0009,CUST_00361,premium,2022-04-30,2773.13,False,0.0
TXN_CUST_00306_0012,CUST_00306,regular,2022-04-30,1194.31,True,18.9
TXN_CUST_00078_0010,CUST_00078,regular,2022-05-01,1283.27,True,21.5
TXN_CUST_00406_0003,CUST_00406,occasional,2022-05-01,504.88,True,12.5
TXN_CUST_00201_0001,CUST_00201,occasional,2022-05-01,314.53,False,0.0
TXN_CUST_00081_0000,CUST_00081,occasional,2022-05-01,489.19,False,0.0
TXN_CUST_00366_0011,CUST_00366,premium,2022-05-01,6658.95,False,0.0
TXN_CUST_00379_0002,CUST_00379,occasional,2022-05-02,643.86,False,0.0
TXN_CUST_00163_0013,CUST_00163,regular,2022-05-02,1606.83,True,13.5
TXN_CUST_00366_0012,CUST_00366,premium,2022-05-02,4238.66,False,0.0
TXN_CUST_00344_0002,CUST_00344,premium,2022-05-02,6394.95,False,0.0
TXN_CUST_00184_0008,CUST_00184,occasional,2022-05-03,523.48,False,0.0
TXN_CUST_00366_0013,CUST_00366,premium,2022-05-03,4127.74,True,8.6
TXN_CUST_00111_0001,CUST_00111,regular,2022-05-03,897.9,False,0.0
TXN_CUST_00278_0000,CUST_00278,premium,2022-05-03,3606.21,True,10.1
TXN_CUST_00078_0011,CUST_00078,regular,2022-05-04,1178.99,False,0.0
TXN_CUST_00265_0000,CUST_00265,regular,2022-05-04,937.46,False,0.0
TXN_CUST_00302_0001,CUST_00302,regular,2022-05-04,1855.06,False,0.0
TXN_CUST_00278_0001,CUST_00278,premium,2022-05-04,7876.09,False,0.0
TXN_CUST_00344_0003,CUST_00344,premium,2022-05-04,3019.42,False,0.0
TXN_CUST_00004_0006,CUST_00004,regular,2022-05-05,2110.96,False,0.0
TXN_CUST_00361_0010,CUST_00361,premium,2022-05-05,6274.11,False,0.0
TXN_CUST_00285_0021,CUST_00285,premium,2022-05-05,4057.06,False,0.0
TXN_CUST_00086_0000,CUST_00086,regular,2022-05-05,1924.76,True,11.3
TXN_CUST_00163_0014,CUST_00163,regular,2022-05-05,512.31,False,0.0
TXN_CUST_00366_0014,CUST_00366,premium,2022-05-05,2524.31,False,0.0
TXN_CUST_00265_0001,CUST_00265,regular,2022-05-06,1310.99,True,20.9
TXN_CUST_00285_0022,CUST_00285,premium,2022-05-06,5199.49,False,0.0
TXN_CUST_00344_0004,CUST_00344,premium,2022-05-06,6070.81,True,25.3
TXN_CUST_00285_0023,CUST_00285,premium,2022-05-07,2751.26,False,0.0
TXN_CUST_00401_0012,CUST_00401,regular,2022-05-08,1773.61,False,0.0
TXN_CUST_00111_0002,CUST_00111,regular,2022-05-08,1529.48,False,0.0
TXN_CUST_00418_0007,CUST_00418,regular,2022-05-08,1138.99,True,15.9
TXN_CUST_00251_0004,CUST_00251,regular,2022-05-08,1387.07,False,0.0
TXN_CUST_00278_0002,CUST_00278,premium,2022-05-08,2946.96,False,0.0
TXN_CUST_00367_0001,CUST_00367,occasional,2022-05-08,421.94,False,0.0
TXN_CUST_00285_0024,CUST_00285,premium,2022-05-09,3854.84,True,9.3
TXN_CUST_00306_0013,CUST_00306,regular,2022-05-09,1410.21,False,0.0
TXN_CUST_00366_0015,CUST_00366,premium,2022-05-10,6937.58,True,10.5
TXN_CUST_00302_0002,CUST_00302,regular,2022-05-10,925.57,False,0.0
TXN_CUST_00361_0011,CUST_00361,premium,2022-05-10,4605.09,False,0.0
TXN_CUST_00385_0000,CUST_00385,regular,2022-05-10,640.62,True,20.3
TXN_CUST_00278_0003,CUST_00278,premium,2022-05-10,6928.03,False,0.0
TXN_CUST_00081_0001,CUST_00081,occasional,2022-05-10,442.23,False,0.0
TXN_CUST_00285_0025,CUST_00285,premium,2022-05-10,4390.67,False,0.0
TXN_CUST_00418_0008,CUST_00418,regular,2022-05-11,1315.91,True,13.8
TXN_CUST_00285_0026,CUST_00285,premium,2022-05-11,2131.51,False,0.0
TXN_CUST_00278_0004,CUST_00278,premium,2022-05-11,6094.27,False,0.0
TXN_CUST_00401_0013,CUST_00401,regular,2022-05-11,1612.13,False,0.0
TXN_CUST_00078_0012,CUST_00078,regular,2022-05-11,1444.07,False,0.0
TXN_CUST_00385_0001,CUST_00385,regular,2022-05-11,1384.66,False,0.0
TXN_CUST_00413_0000,CUST_00413,premium,2022-05-11,4727.93,False,0.0
TXN_CUST_00037_0000,CUST_00037,regular,2022-05-11,1597.61,False,0.0
TXN_CUST_00060_0000,CUST_00060,regular,2022-05-12,1668.71,False,0.0
TXN_CUST_00302_0003,CUST_00302,regular,2022-05-12,1420.56,False,0.0
TXN_CUST_00111_0003,CUST_00111,regular,2022-05-13,1088.54,False,0.0
TXN_CUST_00385_0002,CUST_00385,regular,2022-05-13,1955.2,False,0.0
TXN_CUST_00278_0005,CUST_00278,premium,2022-05-13,5364.3,True,15.1
TXN_CUST_00203_0003,CUST_00203,occasional,2022-05-14,325.59,False,0.0
TXN_CUST_00278_0006,CUST_00278,premium,2022-05-14,1472.52,True,19.3
TXN_CUST_00086_0001,CUST_00086,regular,2022-05-14,953.94,True,24.8
TXN_CUST_00078_0013,CUST_00078,regular,2022-05-14,888.74,True,5.6
TXN_CUST_00111_0004,CUST_00111,regular,2022-05-14,772.88,False,0.0
TXN_CUST_00418_0009,CUST_00418,regular,2022-05-15,1677.72,False,0.0
TXN_CUST_00035_0004,CUST_00035,regular,2022-05-15,1052.04,False,0.0
TXN_CUST_00039_0011,CUST_00039,regular,2022-05-15,1135.23,False,0.0
TXN_CUST_00026_0001,CUST_00026,regular,2022-05-15,1763.08,False,0.0
TXN_CUST_00278_0007,CUST_00278,premium,2022-05-16,6696.34,False,0.0
TXN_CUST_00302_0004,CUST_00302,regular,2022-05-16,1009.07,False,0.0
TXN_CUST_00385_0003,CUST_00385,regular,2022-05-16,1781.84,False,0.0
TXN_CUST_00401_0014,CUST_00401,regular,2022-05-16,1541.57,True,25.9
TXN_CUST_00037_0001,CUST_00037,regular,2022-05-16,1149.28,False,0.0
TXN_CUST_00259_0001,CUST_00259,regular,2022-05-16,1201.69,False,0.0
TXN_CUST_00251_0005,CUST_00251,regular,2022-05-16,1520.32,False,0.0
TXN_CUST_00086_0002,CUST_00086,regular,2022-05-16,970.72,False,0.0
TXN_CUST_00361_0012,CUST_00361,premium,2022-05-16,4709.86,False,0.0
TXN_CUST_00418_0010,CUST_00418,regular,2022-05-16,1260.41,False,0.0
TXN_CUST_00416_0005,CUST_00416,regular,2022-05-17,1324.43,False,0.0
TXN_CUST_00184_0009,CUST_00184,occasional,2022-05-17,341.62,True,8.3
TXN_CUST_00418_0011,CUST_00418,regular,2022-05-17,630.68,False,0.0
TXN_CUST_00418_0012,CUST_00418,regular,2022-05-18,1349.5,False,0.0
TXN_CUST_00184_0010,CUST_00184,occasional,2022-05-18,549.84,False,0.0
TXN_CUST_00285_0027,CUST_00285,premium,2022-05-18,2680.91,True,24.0
TXN_CUST_00385_0004,CUST_00385,regular,2022-05-18,1717.4,False,0.0
TXN_CUST_00203_0004,CUST_00203,occasional,2022-05-18,308.12,False,0.0
TXN_CUST_00004_0007,CUST_00004,regular,2022-05-18,984.3,False,0.0
TXN_CUST_00344_0005,CUST_00344,premium,2022-05-19,5698.34,False,0.0
TXN_CUST_00418_0013,CUST_00418,regular,2022-05-19,1211.74,True,11.4
TXN_CUST_00251_0006,CUST_00251,regular,2022-05-19,1717.35,False,0.0
TXN_CUST_00416_0006,CUST_00416,regular,2022-05-19,1383.53,False,0.0
TXN_CUST_00258_0000,CUST_00258,regular,2022-05-19,830.4,True,24.3
TXN_CUST_00026_0002,CUST_00026,regular,2022-05-19,1182.05,False,0.0
TXN_CUST_00285_0028,CUST_00285,premium,2022-05-19,4241.96,False,0.0
TXN_CUST_00194_0003,CUST_00194,occasional,2022-05-20,536.39,False,0.0
TXN_CUST_00285_0029,CUST_00285,premium,2022-05-20,5453.46,False,0.0
TXN_CUST_00416_0007,CUST_00416,regular,2022-05-20,883.06,True,18.8
TXN_CUST_00418_0014,CUST_00418,regular,2022-05-20,649.96,False,0.0
TXN_CUST_00202_0000,CUST_00202,regular,2022-05-21,1770.66,False,0.0
TXN_CUST_00339_0000,CUST_00339,premium,2022-05-21,5940.43,False,0.0
TXN_CUST_00367_0002,CUST_00367,occasional,2022-05-21,696.22,False,0.0
TXN_CUST_00409_0008,CUST_00409,regular,2022-05-21,1820.17,False,0.0
TXN_CUST_00416_0008,CUST_00416,regular,2022-05-21,1432.93,False,0.0
TXN_CUST_00194_0004,CUST_00194,occasional,2022-05-21,472.81,False,0.0
TXN_CUST_00090_0000,CUST_00090,occasional,2022-05-21,347.81,False,0.0
TXN_CUST_00366_0016,CUST_00366,premium,2022-05-21,3845.05,False,0.0
TXN_CUST_00060_0001,CUST_00060,regular,2022-05-21,1621.8,False,0.0
TXN_CUST_00413_0001,CUST_00413,premium,2022-05-21,5205.7,True,15.0
TXN_CUST_00361_0013,CUST_00361,premium,2022-05-22,5876.12,True,10.8
TXN_CUST_00401_0015,CUST_00401,regular,2022-05-22,1754.42,True,27.1
TXN_CUST_00413_0002,CUST_00413,premium,2022-05-22,6906.56,False,0.0
TXN_CUST_00366_0017,CUST_00366,premium,2022-05-22,3476.06,False,0.0
TXN_CUST_00265_0002,CUST_00265,regular,2022-05-22,961.63,True,6.7
TXN_CUST_00265_0003,CUST_00265,regular,2022-05-23,883.46,True,17.5
TXN_CUST_00366_0018,CUST_00366,premium,2022-05-23,3974.73,False,0.0
TXN_CUST_00017_0000,CUST_00017,regular,2022-05-23,1949.83,False,0.0
TXN_CUST_00060_0002,CUST_00060,regular,2022-05-23,1130.66,False,0.0
TXN_CUST_00315_0000,CUST_00315,occasional,2022-05-23,587.52,False,0.0
TXN_CUST_00132_0000,CUST_00132,regular,2022-05-23,1260.04,False,0.0
TXN_CUST_00306_0014,CUST_00306,regular,2022-05-23,1235.86,False,0.0
TXN_CUST_00163_0015,CUST_00163,regular,2022-05-24,1375.09,False,0.0
TXN_CUST_00344_0006,CUST_00344,premium,2022-05-24,4220.18,False,0.0
TXN_CUST_00017_0001,CUST_00017,regular,2022-05-24,1816.88,False,0.0
TXN_CUST_00117_0003,CUST_00117,occasional,2022-05-25,497.64,False,0.0
TXN_CUST_00285_0030,CUST_00285,premium,2022-05-25,4574.39,False,0.0
TXN_CUST_00278_0008,CUST_00278,premium,2022-05-25,4827.32,False,0.0
TXN_CUST_00339_0001,CUST_00339,premium,2022-05-25,4754.12,True,14.7
TXN_CUST_00367_0003,CUST_00367,occasional,2022-05-25,299.05,True,23.7
TXN_CUST_00258_0001,CUST_00258,regular,2022-05-25,452.14,True,17.6
TXN_CUST_00413_0003,CUST_00413,premium,2022-05-25,8406.12,False,0.0
TXN_CUST_00344_0007,CUST_00344,premium,2022-05-26,6092.14,False,0.0
TXN_CUST_00285_0031,CUST_00285,premium,2022-05-26,5389.09,False,0.0
TXN_CUST_00273_0000,CUST_00273,occasional,2022-05-26,421.51,False,0.0
TXN_CUST_00062_0000,CUST_00062,regular,2022-05-26,1721.53,False,0.0
TXN_CUST_00339_0002,CUST_00339,premium,2022-05-26,4291.47,False,0.0
TXN_CUST_00022_0000,CUST_00022,regular,2022-05-27,1442.07,True,29.2
TXN_CUST_00367_0004,CUST_00367,occasional,2022-05-27,558.85,False,0.0
TXN_CUST_00366_0019,CUST_00366,premium,2022-05-27,2568.58,True,24.9
TXN_CUST_00062_0001,CUST_00062,regular,2022-05-27,870.29,False,0.0
TXN_CUST_00409_0009,CUST_00409,regular,2022-05-27,1495.77,False,0.0
TXN_CUST_00413_0004,CUST_00413,premium,2022-05-28,4136.11,False,0.0
TXN_CUST_00086_0003,CUST_00086,regular,2022-05-28,2073.63,False,0.0
TXN_CUST_00278_0009,CUST_00278,premium,2022-05-28,5862.09,False,0.0
TXN_CUST_00039_0012,CUST_00039,regular,2022-05-28,1720.39,False,0.0
TXN_CUST_00339_0003,CUST_00339,premium,2022-05-29,2998.94,True,14.0
TXN_CUST_00098_0000,CUST_00098,regular,2022-05-29,1353.88,False,0.0
TXN_CUST_00039_0013,CUST_00039,regular,2022-05-29,826.87,False,0.0
TXN_CUST_00120_0002,CUST_00120,occasional,2022-05-29,582.08,False,0.0
TXN_CUST_00361_0014,CUST_00361,premium,2022-05-29,1520.5,False,0.0
TXN_CUST_00416_0009,CUST_00416,regular,2022-05-29,1815.83,False,0.0
TXN_CUST_00401_0016,CUST_00401,regular,2022-05-29,1375.38,False,0.0
TXN_CUST_00086_0004,CUST_00086,regular,2022-05-29,1571.91,False,0.0
TXN_CUST_00285_0032,CUST_00285,premium,2022-05-30,4815.44,True,16.1
TXN_CUST_00160_0000,CUST_00160,regular,2022-05-30,1856.93,False,0.0
TXN_CUST_00087_0003,CUST_00087,regular,2022-05-30,1876.12,False,0.0
TXN_CUST_00421_0000,CUST_00421,occasional,2022-05-31,624.86,False,0.0
TXN_CUST_00259_0002,CUST_00259,regular,2022-05-31,2058.86,False,0.0
TXN_CUST_00078_0014,CUST_00078,regular,2022-05-31,1016.56,False,0.0
